"Permitir_Inmigrantes_Etnicos","Permitir_Inmigrantes_Pobres","Impacto_Economico_Inmigracion","Impacto_Cultural_Inmigracion","Impacto_Calidad_Vida_Inmigracion","Edad_Encuestado","Anios_Educacion_Completados","Satisfaccion_Ingresos_Hogar","Pais","Genero","Tipo_Domicilio","Rango_Edad","Region_Geografica","Nivel_Educacion_Agrupado"
2,2,5,2,5,55,12,2,"Croatia","Male","A big city","Adultos (45-59)","Europa del Sur","Educación Secundaria"
4,4,2,5,3,67,12,3,"Croatia","Female","Town or small city","Adultos Mayores (60-74)","Europa del Sur","Educación Secundaria"
3,3,5,0,5,73,12,2,"Croatia","Female","Town or small city","Adultos Mayores (60-74)","Europa del Sur","Educación Secundaria"
3,3,1,5,5,55,8,2,"Croatia","Female","Town or small city","Adultos (45-59)","Europa del Sur","Educación Primaria"
3,3,2,1,1,70,12,3,"Croatia","Female","Suburbs or outskirts of big city","Adultos Mayores (60-74)","Europa del Sur","Educación Secundaria"
2,2,3,2,3,44,12,2,"Croatia","Female","Suburbs or outskirts of big city","Adultos Jóvenes (30-44)","Europa del Sur","Educación Secundaria"
3,3,5,5,5,17,10,2,"Croatia","Male","Suburbs or outskirts of big city","Jóvenes (15-29)","Europa del Sur","Educación Primaria"
3,3,4,5,5,38,17,1,"Croatia","Female","A big city","Adultos Jóvenes (30-44)","Europa del Sur","Educación Técnica o Profesional"
2,2,5,6,5,29,12,2,"Croatia","Female","Town or small city","Jóvenes (15-29)","Europa del Sur","Educación Secundaria"
4,3,0,0,2,63,12,2,"Croatia","Male","Country village","Adultos Mayores (60-74)","Europa del Sur","Educación Secundaria"
3,3,5,5,6,50,8,4,"Croatia","Female","Country village","Adultos (45-59)","Europa del Sur","Educación Primaria"
1,2,6,8,7,33,17,1,"Croatia","Female","Country village","Adultos Jóvenes (30-44)","Europa del Sur","Educación Técnica o Profesional"
2,2,5,6,6,68,14,2,"Croatia","Female","Town or small city","Adultos Mayores (60-74)","Europa del Sur","Educación Secundaria"
3,3,6,7,7,31,16,2,"Croatia","Male","Town or small city","Adultos Jóvenes (30-44)","Europa del Sur","Educación Técnica o Profesional"
2,2,3,3,3,77,17,1,"Croatia","Male","Suburbs or outskirts of big city","Ancianos (75-90)","Europa del Sur","Educación Técnica o Profesional"
2,2,5,0,7,30,16,1,"Croatia","Male","Suburbs or outskirts of big city","Adultos Jóvenes (30-44)","Europa del Sur","Educación Técnica o Profesional"
1,1,0,10,10,70,15,3,"Croatia","Male","A big city","Adultos Mayores (60-74)","Europa del Sur","Educación Técnica o Profesional"
2,2,8,9,8,84,16,1,"Croatia","Female","Town or small city","Ancianos (75-90)","Europa del Sur","Educación Técnica o Profesional"
2,3,4,5,5,71,12,2,"Croatia","Female","Country village","Adultos Mayores (60-74)","Europa del Sur","Educación Secundaria"
3,2,0,0,2,70,8,2,"Croatia","Male","Suburbs or outskirts of big city","Adultos Mayores (60-74)","Europa del Sur","Educación Primaria"
2,2,5,10,8,32,18,2,"Croatia","Female","A big city","Adultos Jóvenes (30-44)","Europa del Sur","Educación Técnica o Profesional"
2,2,5,6,6,31,20,3,"Croatia","Female","Town or small city","Adultos Jóvenes (30-44)","Europa del Sur","Educación Universitaria y Posgrado"
4,4,2,3,0,27,12,2,"Croatia","Female","A big city","Jóvenes (15-29)","Europa del Sur","Educación Secundaria"
1,1,6,5,6,76,16,1,"Croatia","Male","Country village","Ancianos (75-90)","Europa del Sur","Educación Técnica o Profesional"
2,2,8,4,5,68,17,2,"Croatia","Female","A big city","Adultos Mayores (60-74)","Europa del Sur","Educación Técnica o Profesional"
3,2,9,9,8,86,4,1,"Croatia","Female","Country village","Ancianos (75-90)","Europa del Sur","Sin Educación Formal"
2,2,5,5,5,45,17,2,"Croatia","Female","A big city","Adultos (45-59)","Europa del Sur","Educación Técnica o Profesional"
2,3,6,5,5,18,11,2,"Croatia","Female","Country village","Jóvenes (15-29)","Europa del Sur","Educación Primaria"
1,1,8,6,8,74,8,1,"Croatia","Female","Country village","Adultos Mayores (60-74)","Europa del Sur","Educación Primaria"
3,3,6,3,5,71,15,2,"Croatia","Male","Town or small city","Adultos Mayores (60-74)","Europa del Sur","Educación Técnica o Profesional"
3,3,3,5,3,32,11,2,"Croatia","Male","Town or small city","Adultos Jóvenes (30-44)","Europa del Sur","Educación Primaria"
2,2,5,4,6,86,10,2,"Croatia","Female","Suburbs or outskirts of big city","Ancianos (75-90)","Europa del Sur","Educación Primaria"
3,3,5,5,5,57,16,1,"Croatia","Female","Country village","Adultos (45-59)","Europa del Sur","Educación Técnica o Profesional"
1,1,10,10,10,24,11,2,"Croatia","Female","A big city","Jóvenes (15-29)","Europa del Sur","Educación Primaria"
1,1,9,10,5,58,12,3,"Croatia","Female","A big city","Adultos (45-59)","Europa del Sur","Educación Secundaria"
2,1,5,5,6,19,12,1,"Croatia","Female","Country village","Jóvenes (15-29)","Europa del Sur","Educación Secundaria"
2,2,5,4,6,24,17,1,"Croatia","Male","Suburbs or outskirts of big city","Jóvenes (15-29)","Europa del Sur","Educación Técnica o Profesional"
4,4,0,0,0,65,18,2,"Croatia","Female","Country village","Adultos Mayores (60-74)","Europa del Sur","Educación Técnica o Profesional"
1,1,8,9,7,59,11,4,"Croatia","Male","Town or small city","Adultos (45-59)","Europa del Sur","Educación Primaria"
1,1,7,8,7,54,11,2,"Croatia","Male","Town or small city","Adultos (45-59)","Europa del Sur","Educación Primaria"
3,3,5,5,5,47,11,3,"Croatia","Male","Country village","Adultos (45-59)","Europa del Sur","Educación Primaria"
2,2,5,6,6,36,12,2,"Croatia","Male","A big city","Adultos Jóvenes (30-44)","Europa del Sur","Educación Secundaria"
2,3,8,4,1,49,15,2,"Croatia","Female","Town or small city","Adultos (45-59)","Europa del Sur","Educación Técnica o Profesional"
2,2,6,6,5,25,17,1,"Croatia","Male","Suburbs or outskirts of big city","Jóvenes (15-29)","Europa del Sur","Educación Técnica o Profesional"
2,2,1,0,0,67,12,2,"Croatia","Female","Town or small city","Adultos Mayores (60-74)","Europa del Sur","Educación Secundaria"
2,2,3,6,6,46,12,2,"Croatia","Male","Farm or home in countryside","Adultos (45-59)","Europa del Sur","Educación Secundaria"
3,3,1,1,1,71,13,2,"Croatia","Male","Town or small city","Adultos Mayores (60-74)","Europa del Sur","Educación Secundaria"
3,2,3,6,5,56,12,3,"Croatia","Female","Country village","Adultos (45-59)","Europa del Sur","Educación Secundaria"
2,2,1,0,0,77,4,1,"Croatia","Female","Country village","Ancianos (75-90)","Europa del Sur","Sin Educación Formal"
2,3,4,0,0,53,12,2,"Croatia","Male","A big city","Adultos (45-59)","Europa del Sur","Educación Secundaria"
1,1,6,0,3,16,10,1,"Croatia","Female","Country village","Jóvenes (15-29)","Europa del Sur","Educación Primaria"
4,4,4,4,4,61,8,3,"Croatia","Male","Country village","Adultos Mayores (60-74)","Europa del Sur","Educación Primaria"
3,2,4,5,5,35,16,2,"Croatia","Male","Country village","Adultos Jóvenes (30-44)","Europa del Sur","Educación Técnica o Profesional"
3,2,3,5,4,37,14,2,"Croatia","Male","Country village","Adultos Jóvenes (30-44)","Europa del Sur","Educación Secundaria"
2,1,8,8,6,73,11,2,"Croatia","Male","Town or small city","Adultos Mayores (60-74)","Europa del Sur","Educación Primaria"
2,2,7,9,9,66,11,1,"Croatia","Male","Country village","Adultos Mayores (60-74)","Europa del Sur","Educación Primaria"
2,2,5,2,3,51,12,2,"Croatia","Male","Country village","Adultos (45-59)","Europa del Sur","Educación Secundaria"
2,3,1,5,5,41,12,2,"Croatia","Female","Country village","Adultos Jóvenes (30-44)","Europa del Sur","Educación Secundaria"
1,1,7,8,8,72,14,2,"Croatia","Male","Suburbs or outskirts of big city","Adultos Mayores (60-74)","Europa del Sur","Educación Secundaria"
2,2,5,5,5,22,12,1,"Croatia","Female","Country village","Jóvenes (15-29)","Europa del Sur","Educación Secundaria"
3,3,5,3,5,21,14,2,"Croatia","Female","A big city","Jóvenes (15-29)","Europa del Sur","Educación Secundaria"
1,1,10,10,6,61,12,3,"Croatia","Female","A big city","Adultos Mayores (60-74)","Europa del Sur","Educación Secundaria"
1,1,8,8,6,18,11,1,"Croatia","Female","Country village","Jóvenes (15-29)","Europa del Sur","Educación Primaria"
2,3,5,5,8,22,15,1,"Croatia","Male","Town or small city","Jóvenes (15-29)","Europa del Sur","Educación Técnica o Profesional"
2,2,8,6,4,46,12,1,"Croatia","Female","Town or small city","Adultos (45-59)","Europa del Sur","Educación Secundaria"
2,1,8,8,8,60,12,2,"Croatia","Female","Country village","Adultos Mayores (60-74)","Europa del Sur","Educación Secundaria"
3,3,3,2,9,24,17,1,"Croatia","Male","Town or small city","Jóvenes (15-29)","Europa del Sur","Educación Técnica o Profesional"
1,1,3,5,4,21,12,2,"Croatia","Male","Country village","Jóvenes (15-29)","Europa del Sur","Educación Secundaria"
3,2,4,3,2,66,4,3,"Croatia","Female","Country village","Adultos Mayores (60-74)","Europa del Sur","Sin Educación Formal"
2,2,8,8,8,70,12,2,"Croatia","Male","Country village","Adultos Mayores (60-74)","Europa del Sur","Educación Secundaria"
2,2,10,9,10,61,10,1,"Croatia","Female","A big city","Adultos Mayores (60-74)","Europa del Sur","Educación Primaria"
2,2,5,0,0,22,15,1,"Croatia","Female","Country village","Jóvenes (15-29)","Europa del Sur","Educación Técnica o Profesional"
3,3,5,0,10,61,12,2,"Croatia","Male","Town or small city","Adultos Mayores (60-74)","Europa del Sur","Educación Secundaria"
3,3,6,0,5,71,10,2,"Croatia","Female","Country village","Adultos Mayores (60-74)","Europa del Sur","Educación Primaria"
4,4,1,1,0,64,11,2,"Croatia","Male","Town or small city","Adultos Mayores (60-74)","Europa del Sur","Educación Primaria"
3,1,6,6,7,68,11,4,"Croatia","Male","Country village","Adultos Mayores (60-74)","Europa del Sur","Educación Primaria"
3,3,4,4,4,23,12,1,"Croatia","Female","Suburbs or outskirts of big city","Jóvenes (15-29)","Europa del Sur","Educación Secundaria"
1,1,4,4,1,51,11,2,"Croatia","Female","Country village","Adultos (45-59)","Europa del Sur","Educación Primaria"
3,3,2,3,4,58,12,2,"Croatia","Female","Country village","Adultos (45-59)","Europa del Sur","Educación Secundaria"
3,3,0,0,0,35,11,2,"Croatia","Male","Country village","Adultos Jóvenes (30-44)","Europa del Sur","Educación Primaria"
3,4,6,2,2,43,12,2,"Croatia","Male","A big city","Adultos Jóvenes (30-44)","Europa del Sur","Educación Secundaria"
2,3,6,4,5,22,15,2,"Croatia","Male","A big city","Jóvenes (15-29)","Europa del Sur","Educación Técnica o Profesional"
1,1,7,7,5,56,17,1,"Croatia","Male","Suburbs or outskirts of big city","Adultos (45-59)","Europa del Sur","Educación Técnica o Profesional"
3,3,3,4,3,66,15,3,"Croatia","Female","Town or small city","Adultos Mayores (60-74)","Europa del Sur","Educación Técnica o Profesional"
1,1,4,5,5,16,10,1,"Croatia","Female","Town or small city","Jóvenes (15-29)","Europa del Sur","Educación Primaria"
3,3,5,4,3,62,12,2,"Croatia","Female","Country village","Adultos Mayores (60-74)","Europa del Sur","Educación Secundaria"
1,1,7,0,9,25,11,2,"Croatia","Female","Country village","Jóvenes (15-29)","Europa del Sur","Educación Primaria"
3,3,5,4,5,50,12,2,"Croatia","Female","Country village","Adultos (45-59)","Europa del Sur","Educación Secundaria"
3,3,0,5,3,42,17,1,"Croatia","Female","A big city","Adultos Jóvenes (30-44)","Europa del Sur","Educación Técnica o Profesional"
2,4,5,2,2,49,12,3,"Croatia","Female","Country village","Adultos (45-59)","Europa del Sur","Educación Secundaria"
4,4,0,0,0,42,12,2,"Croatia","Male","Suburbs or outskirts of big city","Adultos Jóvenes (30-44)","Europa del Sur","Educación Secundaria"
3,2,4,5,4,35,16,2,"Croatia","Female","Town or small city","Adultos Jóvenes (30-44)","Europa del Sur","Educación Técnica o Profesional"
4,4,0,0,0,69,12,2,"Croatia","Male","Country village","Adultos Mayores (60-74)","Europa del Sur","Educación Secundaria"
2,2,5,6,3,50,12,2,"Croatia","Male","Suburbs or outskirts of big city","Adultos (45-59)","Europa del Sur","Educación Secundaria"
4,3,2,4,5,74,11,4,"Croatia","Male","Country village","Adultos Mayores (60-74)","Europa del Sur","Educación Primaria"
1,1,8,5,5,20,11,1,"Croatia","Male","Country village","Jóvenes (15-29)","Europa del Sur","Educación Primaria"
2,2,5,6,3,51,12,2,"Croatia","Male","Suburbs or outskirts of big city","Adultos (45-59)","Europa del Sur","Educación Secundaria"
2,3,4,7,7,52,11,2,"Croatia","Female","Country village","Adultos (45-59)","Europa del Sur","Educación Primaria"
3,3,7,4,3,69,12,2,"Croatia","Female","Country village","Adultos Mayores (60-74)","Europa del Sur","Educación Secundaria"
1,1,5,10,7,24,8,3,"Croatia","Male","Country village","Jóvenes (15-29)","Europa del Sur","Educación Primaria"
1,1,1,6,8,46,11,3,"Croatia","Female","Country village","Adultos (45-59)","Europa del Sur","Educación Primaria"
4,2,3,5,3,76,14,2,"Croatia","Male","A big city","Ancianos (75-90)","Europa del Sur","Educación Secundaria"
1,1,7,8,8,22,12,1,"Croatia","Male","Country village","Jóvenes (15-29)","Europa del Sur","Educación Secundaria"
2,2,3,3,3,67,11,4,"Croatia","Male","A big city","Adultos Mayores (60-74)","Europa del Sur","Educación Primaria"
2,2,5,0,5,54,12,2,"Croatia","Female","Town or small city","Adultos (45-59)","Europa del Sur","Educación Secundaria"
3,4,3,0,3,52,12,2,"Croatia","Male","Country village","Adultos (45-59)","Europa del Sur","Educación Secundaria"
2,2,8,9,8,22,15,1,"Croatia","Female","Town or small city","Jóvenes (15-29)","Europa del Sur","Educación Técnica o Profesional"
3,3,6,6,7,44,11,1,"Croatia","Female","Suburbs or outskirts of big city","Adultos Jóvenes (30-44)","Europa del Sur","Educación Primaria"
2,2,5,3,3,45,11,2,"Croatia","Male","Country village","Adultos (45-59)","Europa del Sur","Educación Primaria"
3,3,7,6,6,90,12,3,"Croatia","Female","Suburbs or outskirts of big city","Ancianos (75-90)","Europa del Sur","Educación Secundaria"
2,2,5,6,6,38,13,2,"Croatia","Male","A big city","Adultos Jóvenes (30-44)","Europa del Sur","Educación Secundaria"
3,3,3,0,0,72,1,2,"Croatia","Female","Country village","Adultos Mayores (60-74)","Europa del Sur","Sin Educación Formal"
1,1,7,7,7,76,4,2,"Croatia","Female","Country village","Ancianos (75-90)","Europa del Sur","Sin Educación Formal"
2,3,5,5,8,90,4,3,"Croatia","Female","Town or small city","Ancianos (75-90)","Europa del Sur","Sin Educación Formal"
4,3,5,2,3,24,12,1,"Croatia","Male","Country village","Jóvenes (15-29)","Europa del Sur","Educación Secundaria"
2,1,6,8,7,88,12,2,"Croatia","Female","Town or small city","Ancianos (75-90)","Europa del Sur","Educación Secundaria"
1,1,5,2,8,16,9,1,"Croatia","Male","Country village","Jóvenes (15-29)","Europa del Sur","Educación Primaria"
3,2,6,4,5,68,11,4,"Croatia","Female","Country village","Adultos Mayores (60-74)","Europa del Sur","Educación Primaria"
2,1,7,9,7,43,11,3,"Croatia","Male","Country village","Adultos Jóvenes (30-44)","Europa del Sur","Educación Primaria"
4,4,6,2,2,65,11,3,"Croatia","Female","Town or small city","Adultos Mayores (60-74)","Europa del Sur","Educación Primaria"
4,4,2,4,1,69,12,1,"Croatia","Female","Town or small city","Adultos Mayores (60-74)","Europa del Sur","Educación Secundaria"
3,3,3,5,2,50,12,2,"Croatia","Female","Town or small city","Adultos (45-59)","Europa del Sur","Educación Secundaria"
2,2,2,1,2,24,13,1,"Croatia","Male","Suburbs or outskirts of big city","Jóvenes (15-29)","Europa del Sur","Educación Secundaria"
3,3,3,3,4,73,11,2,"Croatia","Male","Suburbs or outskirts of big city","Adultos Mayores (60-74)","Europa del Sur","Educación Primaria"
3,3,5,5,5,31,17,2,"Croatia","Male","Town or small city","Adultos Jóvenes (30-44)","Europa del Sur","Educación Técnica o Profesional"
3,3,5,4,6,26,12,1,"Croatia","Female","A big city","Jóvenes (15-29)","Europa del Sur","Educación Secundaria"
3,4,3,6,7,48,14,2,"Croatia","Male","Town or small city","Adultos (45-59)","Europa del Sur","Educación Secundaria"
1,1,9,0,4,69,11,3,"Croatia","Female","Country village","Adultos Mayores (60-74)","Europa del Sur","Educación Primaria"
3,3,7,3,7,85,6,2,"Croatia","Male","Country village","Ancianos (75-90)","Europa del Sur","Educación Primaria"
2,2,8,8,7,16,10,2,"Croatia","Female","Town or small city","Jóvenes (15-29)","Europa del Sur","Educación Primaria"
4,4,2,2,3,57,12,2,"Croatia","Female","Country village","Adultos (45-59)","Europa del Sur","Educación Secundaria"
3,3,5,2,2,75,17,1,"Croatia","Female","A big city","Ancianos (75-90)","Europa del Sur","Educación Técnica o Profesional"
3,3,5,5,6,38,15,2,"Croatia","Female","Town or small city","Adultos Jóvenes (30-44)","Europa del Sur","Educación Técnica o Profesional"
1,1,9,10,9,66,12,2,"Croatia","Female","A big city","Adultos Mayores (60-74)","Europa del Sur","Educación Secundaria"
2,3,7,4,3,80,11,1,"Croatia","Female","Country village","Ancianos (75-90)","Europa del Sur","Educación Primaria"
2,2,0,7,4,54,19,2,"Croatia","Male","A big city","Adultos (45-59)","Europa del Sur","Educación Universitaria y Posgrado"
3,2,5,7,5,74,8,2,"Croatia","Male","Country village","Adultos Mayores (60-74)","Europa del Sur","Educación Primaria"
3,3,4,1,1,39,14,1,"Croatia","Male","Country village","Adultos Jóvenes (30-44)","Europa del Sur","Educación Secundaria"
2,1,5,7,6,55,12,3,"Croatia","Female","Country village","Adultos (45-59)","Europa del Sur","Educación Secundaria"
1,1,10,10,5,69,11,1,"Croatia","Female","Suburbs or outskirts of big city","Adultos Mayores (60-74)","Europa del Sur","Educación Primaria"
4,4,0,0,0,67,12,1,"Croatia","Male","Country village","Adultos Mayores (60-74)","Europa del Sur","Educación Secundaria"
3,3,4,6,5,79,8,2,"Croatia","Male","Town or small city","Ancianos (75-90)","Europa del Sur","Educación Primaria"
1,1,10,10,10,86,7,2,"Croatia","Male","Town or small city","Ancianos (75-90)","Europa del Sur","Educación Primaria"
3,3,5,5,2,60,12,2,"Croatia","Female","Country village","Adultos Mayores (60-74)","Europa del Sur","Educación Secundaria"
1,1,7,7,5,18,11,1,"Croatia","Male","Country village","Jóvenes (15-29)","Europa del Sur","Educación Primaria"
1,1,9,9,9,54,11,1,"Croatia","Female","Country village","Adultos (45-59)","Europa del Sur","Educación Primaria"
3,3,7,4,3,63,12,2,"Croatia","Female","A big city","Adultos Mayores (60-74)","Europa del Sur","Educación Secundaria"
1,1,5,7,7,37,11,2,"Croatia","Female","Country village","Adultos Jóvenes (30-44)","Europa del Sur","Educación Primaria"
2,2,0,5,5,32,12,1,"Croatia","Female","Town or small city","Adultos Jóvenes (30-44)","Europa del Sur","Educación Secundaria"
2,2,7,7,7,50,12,2,"Croatia","Male","Suburbs or outskirts of big city","Adultos (45-59)","Europa del Sur","Educación Secundaria"
